adm3_pcode,adm3_name,adm3_name_my,township_area_km2,building_count,total_builtup_area_m2,total_builtup_area_km2,mean_building_area_m2,median_building_area_m2,min_building_area_m2,max_building_area_m2,std_building_area_m2,building_density_per_km2,builtup_ratio,builtup_area_per_km2,mean_compactness_pp,mean_mrr_fill,mean_mrr_elongation,share_footprint_ge_1000m2
MMR010002,Chanayethazan,ချမ်းအေးသာစံ,11.80241632062199,26973,3191974.9102359423,3.1919749102359423,118.33963260430588,77.23720963028637,3.407800139037063,19563.39967621299,277.5341092179408,2285.379473766819,0.27045096728698725,270450.96728698723,0.7146491869811421,0.9862196517282719,0.653606214046236,0.004337671004337671
MMR010003,Mahaaungmyay,မဟာအောင်မြေ,14.758365157232653,37540,3629804.4364789594,3.6298044364789592,96.69164721574212,63.6863507453541,3.972371350045454,9370.427293798513,143.141377715245,2543.6421717484554,0.2459489515137858,245948.95151378578,0.7172620337281709,0.9820795210423149,0.6697412403559676,0.003063399041022909
MMR010004,Chanmyathazi,ချမ်းမြသာစည်,26.03431717928525,48846,4367260.305009443,4.367260305009443,89.4087602876273,56.102463838852046,1.496997344495635,30995.912844148857,278.2397710253449,1876.2159062449061,0.16775013820928422,167750.13820928423,0.7254441768875458,0.9828378824922428,0.6883551355388444,0.0028252057486795232
MMR010005,Pyigyitagon,ပြည်ကြီးတံခွန်,32.68822649587299,53841,5482797.899580147,5.482797899580147,101.83313644954862,52.50488770969614,1.8682653053046268,13729.07855191363,256.82165663163306,1647.10679567757,0.16773005107121278,167730.05107121277,0.7360184345706041,0.9836548803881449,0.7238319932519397,0.008766553370108282
MMR010001,Aungmyaythazan,အောင်မြေသာစံ,26.142183528470625,46920,4166708.8033073875,4.166708803307388,88.80453544985907,53.548625241907956,2.4181339956475956,13638.92488168659,177.85479477121686,1794.8003443897833,0.1593864108087818,159386.41080878177,0.7247357842107137,0.9899661486634083,0.6738910976279582,0.003473998294970162
MMR010006,Amarapura,အမရပူရ,209.08594047358395,56168,4138148.4513075757,4.1381484513075755,73.67448460524811,45.96656735636115,0.9310203686709241,60446.14740092937,299.498391308679,268.6359488006622,0.019791615074330606,19791.615074330606,0.7465814117329951,0.9883289327458264,0.7370969716703845,0.0025815410910126763
MMR010007,Patheingyi,ပုသိမ်ကြီး,592.9738668491038,16530,1191535.5621887944,1.1915355621887944,72.08321610337534,47.02112284638113,3.492545171050031,26524.813282518186,330.52373055615016,27.876439290378453,0.0020094233975609735,2009.4233975609732,0.7457887462971647,0.9886205808404464,0.7401813071006617,0.002480338777979431
